recommendationid,topic
139265114,"[('hotspot', 0.5398), ('wifi', 0.4635), ('port', 0.363), ('mobile', 0.3496), ('connect', 0.3294)]"
139263238,"[('very', 0.5192), ('yes', 0.4384), ('good', 0.4043), ('requmend', 0.3211)]"
139254368,"[('adventurequest', 0.6386), ('dialogue', 0.3477), ('worlds', 0.3421), ('classes', 0.3284), ('enjoyable', 0.2963)]"
139205716,"[('yawning', 0.5702), ('boring', 0.4991), ('reading', 0.418), ('book', 0.3646), ('play', 0.2567)]"
139146562,"[('fun', 0.4834), ('game', 0.4495), ('very', 0.2517), ('it', 0.1242)]"
139110130,"[('disconnects', 0.5355), ('disconnected', 0.4623), ('loading', 0.3863), ('load', 0.3547), ('map', 0.308)]"
139054018,"[('hastasına', 1.0)]"
139041978,"[('inbox', 0.4028), ('ai', 0.3804), ('email', 0.3652), ('mid', 0.3129), ('art', 0.2906)]"
139015617,"[('simple', 0.2798), ('really', 0.2388), ('it', 0.2302), ('like', 0.2238), ('bad', 0.2135)]"
139013471,"[('wish', 0.5955), ('wow', 0.4671), ('from', 0.404)]"
138979143,"[('series', 0.4317), ('moment', 0.3201), ('grew', 0.2937), ('enjoyed', 0.2853), ('and', 0.2117)]"
138966488,"[('game', 0.7089), ('good', 0.5758)]"
138886026,"[('adventurequest', 0.4828), ('ui', 0.3355), ('worlds', 0.3276), ('laggy', 0.3211), ('buggy', 0.2946)]"
138869425,"[('rpg', 0.5319), ('crossplay', 0.5272), ('play', 0.3793), ('pc', 0.3714), ('fun', 0.2957)]"
138611845,"[('rtjszrtkj', 1.0)]"
138565566,"[('nostalgic', 0.7557), ('love', 0.2457), ('very', 0.2137), ('it', 0.1435)]"
138558492,"[('controls', 0.6907), ('bad', 0.3106), ('didnt', 0.147), ('bother', 0.1428), ('any', 0.1121)]"
138499412,"[('mmorpg', 0.6282), ('armor', 0.3549), ('quests', 0.3217), ('cosmetic', 0.3216), ('game', 0.2974)]"
138391434,"[('afk', 0.658), ('kill', 0.3423), ('tip', 0.3183), ('game', 0.238), ('free', 0.1765)]"
138357959,"[('horrible', 0.4375), ('game', 0.3727), ('god', 0.2859), ('love', 0.2257), ('this', 0.19)]"
138332200,"[('fun', 0.6197), ('things', 0.3795), ('different', 0.3492), ('to', 0.3034), ('its', 0.2637)]"
138246704,"[('level', 0.4476), ('guides', 0.2736), ('30', 0.2232), ('playing', 0.2091), ('game', 0.206)]"
138246617,"[('aqdwadqwd', 1.0)]"
138166229,"[('lore', 0.4013), ('nostalgia', 0.3424), ('mmo', 0.2745), ('fun', 0.2726), ('narrative', 0.26)]"
138146264,"[('dumbest', 0.4191), ('game', 0.38), ('pay', 0.36), ('waste', 0.353), ('content', 0.3334)]"
138037930,"[('gb', 1.0)]"
138024749,"[('mmo', 0.5195), ('community', 0.3971), ('fun', 0.3866), ('game', 0.3656), ('quests', 0.3195)]"
137970505,"[('load', 0.4261), ('error', 0.3593), ('adventure', 0.3384), ('start', 0.3102), ('game', 0.2606)]"
137962112,"[('back', 0.4559), ('good', 0.3183), ('very', 0.2802), ('when', 0.2087), ('first', 0.186)]"
137922360,"[('mmorpgs', 0.7841), ('made', 0.2614), ('ever', 0.2074), ('far', 0.1539), ('by', 0.1527)]"
137812624,"[('tradition', 0.704), ('return', 0.4617), ('to', 0.272)]"
137795312,"[('td', 0.4228), ('gameplay', 0.3487), ('table', 0.3311), ('replay', 0.2988), ('sound', 0.2949)]"
137662742,"[('cheesy', 0.5146), ('cheese', 0.444), ('french', 0.3783), ('deli', 0.3696), ('game', 0.2958)]"
137602693,"[('yallah', 0.5693), ('habibi', 0.5286), ('game', 0.3011), ('good', 0.2778), ('wow', 0.2776)]"
137546921,"[('beta', 0.4979), ('game', 0.3201), ('years', 0.2835), ('its', 0.2229), ('know', 0.2182)]"
137472315,"[('aq3d', 0.5012), ('cosmetics', 0.3641), ('cosmetic', 0.3519), ('rpg', 0.3349), ('mmorpg', 0.3313)]"
137351609,"[('collect', 0.5565), ('fun', 0.4104), ('game', 0.3525), ('stuff', 0.3424), ('lot', 0.2977)]"
137316871,"[('nostaligia', 1.0)]"
137297874,"[('mmorpgs', 0.66), ('underrated', 0.4134), ('recommend', 0.3473), ('played', 0.2625), ('af', 0.2328)]"
137255715,"[('aqworlds', 0.5719), ('unlocks', 0.379), ('gate', 0.2931), ('class', 0.2547), ('game', 0.2443)]"
137211190,"[('play', 0.4228), ('game', 0.4227), ('friends', 0.3725), ('back', 0.2554), ('always', 0.186)]"
137148076,"[('artix', 0.4853), ('cartoon', 0.3105), ('fun', 0.3085), ('characters', 0.2683), ('animation', 0.2682)]"
137145426,"[('knights', 0.4724), ('steam', 0.4296), ('game', 0.3803), ('alpha', 0.3554), ('played', 0.3131)]"
137089130,"[('fun', 1.0)]"
137045245,"[('mmorpg', 0.7821), ('fun', 0.4914), ('free', 0.4089), ('great', 0.1828)]"
137012107,"[('lotro', 0.6563), ('game', 0.3285), ('favorite', 0.2916), ('reminds', 0.2845), ('great', 0.1883)]"
136995941,"[('gameplay', 0.4223), ('mmo', 0.3888), ('combat', 0.3729), ('game', 0.3061), ('playable', 0.2958)]"
136975231,"[('fun', 0.4448), ('bt', 0.3839), ('humor', 0.3769), ('game', 0.3522), ('tobe', 0.209)]"
136942661,"[('dislike', 0.5854), ('button', 0.4745), ('me', 0.3245), ('use', 0.2824), ('as', 0.1826)]"
136901458,"[('liked', 0.644), ('it', 0.3307)]"
136869794,"[('mmorpgs', 0.5849), ('adventurequest', 0.4928), ('3d', 0.4583), ('subscription', 0.3598), ('free', 0.3576)]"
136724012,"[('ad', 0.3762), ('fun', 0.3737), ('game', 0.3622), ('play', 0.3352), ('11', 0.2824)]"
136569697,"[('dragonfable', 0.5754), ('dragon', 0.5708), ('ambulet', 0.3562), ('adventure', 0.334), ('quest', 0.2618)]"
136229465,"[('childhood', 0.6472), ('updated', 0.4113), ('my', 0.3199), ('but', 0.187)]"
136218799,"[('mmorpg', 0.5512), ('games', 0.4094), ('gameplay', 0.3823), ('chat', 0.3451), ('adventure', 0.3357)]"
136179817,"[('adventure', 0.5179), ('mmos', 0.4581), ('mmo', 0.4348), ('quest', 0.3913), ('beginner', 0.3514)]"
136129853,"[('yes', 1.0)]"
136069396,"[('garbage', 0.7282), ('its', 0.3476), ('actually', 0.3393)]"
136069380,"[('addictive', 0.5341), ('sink', 0.471), ('time', 0.4131), ('little', 0.3032), ('great', 0.257)]"
136039767,"[('pvp', 0.3707), ('progression', 0.3439), ('dungeon', 0.339), ('grindfest', 0.3367), ('quests', 0.321)]"
136030437,"[('adventure', 0.5264), ('quests', 0.4649), ('mmorpg', 0.4475), ('quest', 0.445), ('3d', 0.4254)]"
135995794,"[('nostalgia', 0.5959), ('community', 0.4912), ('friendly', 0.3823), ('finest', 0.2144), ('its', 0.12)]"
135983476,"[('escort', 0.4396), ('missions', 0.4005), ('pros', 0.3332), ('cons', 0.3271), ('mission', 0.3252)]"
135972370,"[('adventure', 0.5147), ('game', 0.3322), ('updated', 0.2305), ('content', 0.2015), ('keeps', 0.1673)]"
135934196,"[('game', 0.6082), ('good', 0.4488), ('really', 0.3245)]"
135787835,"[('roadmaps', 0.3789), ('roadmap', 0.3761), ('deadlines', 0.3405), ('beta', 0.3318), ('games', 0.3122)]"
135780856,"[('aqw', 0.4395), ('chat', 0.3325), ('fun', 0.3143), ('avatar', 0.3045), ('mod', 0.2934)]"
135758120,"[('game', 0.5159), ('great', 0.3558), ('its', 0.346)]"
135754244,"[('playable', 0.43), ('game', 0.3252), ('toaster', 0.3), ('solid', 0.2653), ('updates', 0.2508)]"
135571985,"[('aq', 0.4624), ('joy', 0.3859), ('worlds', 0.3614), ('playing', 0.3061), ('from', 0.2428)]"
135353772,"[('rping', 0.5401), ('rpgs', 0.4728), ('games', 0.3755), ('character', 0.3581), ('game', 0.3418)]"
135255500,"[('quest', 0.588), ('mmo', 0.5392), ('kill', 0.3016), ('simple', 0.2449), ('things', 0.224)]"
135127978,"[('boyz', 0.6085), ('fun', 0.5307), ('da', 0.4205), ('with', 0.327)]"
135079202,"[('mmo', 0.5477), ('questing', 0.433), ('storyline', 0.3846), ('interaction', 0.2685), ('play', 0.2548)]"
134767919,"[('terrible', 0.5707), ('game', 0.4443), ('love', 0.1757), ('it', 0.13)]"
134758921,"[('memories', 0.3776), ('game', 0.3675), ('bro', 0.3018), ('comunity', 0.2945), ('has', 0.2127)]"
134714329,"[('like', 0.2557), ('it', 0.1611)]"
134690827,"[('convenience', 0.3339), ('mobile', 0.3138), ('playing', 0.3017), ('addictive', 0.281), ('quest', 0.2807)]"
134594804,"[('char', 0.3335), ('darkland', 0.3294), ('dark', 0.328), ('character', 0.3241), ('cosmetic', 0.3205)]"
134510223,"[('questing', 0.5122), ('quests', 0.5023), ('quest', 0.4861), ('training', 0.3265), ('class', 0.2775)]"
134494212,"[('mmo', 0.758), ('best', 0.3326), ('far', 0.2142), ('by', 0.1446)]"
134489426,"[('rpg', 0.5624), ('aq', 0.4496), ('gameplay', 0.4338), ('games', 0.4106), ('mmo', 0.405)]"
134421796,"[('game', 0.4633), ('time', 0.3718), ('consuming', 0.3523), ('good', 0.2528), ('very', 0.2505)]"
134341310,"[('cool', 1.0)]"
134334804,"[('authenticating', 0.4415), ('facebook', 0.437), ('problem', 0.3512), ('account', 0.3247), ('stuck', 0.3236)]"
134198054,"[('machines', 0.3709), ('play', 0.2736), ('friends', 0.2701), ('cool', 0.268), ('very', 0.2598)]"
134078948,"[('si', 0.7531), ('yes', 0.4253)]"
134074532,"[('goliath88', 0.6152), ('steam', 0.4622), ('game', 0.3524), ('favorite', 0.2535), ('on', 0.2064)]"
134038633,"[('linux', 0.4989), ('android', 0.4371), ('mobile', 0.3666), ('steam', 0.3129), ('potato', 0.2964)]"
133608026,"[('nice', 1.0)]"
133602434,"[('flash', 0.5352), ('version', 0.2548), ('enjoying', 0.254), ('played', 0.2337), ('kid', 0.2023)]"
133576998,"[('aq2d', 0.7911), ('quality', 0.308), ('wonderful', 0.1604), ('character', 0.1426), ('quite', 0.1167)]"
133539801,"[('aq3d', 0.5356), ('adventurequest', 0.481), ('aqworlds', 0.4524), ('adventure', 0.4382), ('mmorpg', 0.4253)]"
133449289,"[('nice', 1.0)]"
133443930,"[('fable', 0.4879), ('dragon', 0.4213), ('nostalgia', 0.39), ('games', 0.3464), ('artix', 0.3416)]"
133430636,"[('cosmetic', 0.5866), ('simulator', 0.5569), ('collection', 0.5353)]"
133413709,"[('move', 0.396), ('click', 0.3715), ('option', 0.2824), ('game', 0.2486), ('old', 0.2459)]"
133401871,"[('mmorpg', 0.3972), ('ae', 0.3407), ('dragon', 0.3328), ('armors', 0.322), ('nostalgia', 0.3193)]"
133301716,"[('aqw', 0.4733), ('2d', 0.3766), ('community', 0.3528), ('games', 0.3002), ('game', 0.2898)]"
133262351,"[('solo', 0.5475), ('game', 0.5162), ('fun', 0.5093), ('party', 0.5089), ('weather', 0.2761)]"
133225861,"[('gucci', 1.0)]"
133221751,"[('grindy', 0.4501), ('game', 0.3239), ('play', 0.3147), ('busy', 0.3138), ('drop', 0.2989)]"
133192717,"[('mmorpg', 0.6207), ('surprised', 0.3198), ('game', 0.3134), ('addictive', 0.242), ('fashioned', 0.2338)]"
133088215,"[('adventure', 0.458), ('quest', 0.373), ('roam', 0.3656), ('flash', 0.3644), ('play', 0.3155)]"
133065037,"[('mmorpg', 0.5584), ('rpg', 0.5234), ('rpgs', 0.4993), ('rating', 0.3837), ('game', 0.3311)]"
133044678,"[('bosses', 0.451), ('quests', 0.3412), ('fun', 0.326), ('kill', 0.2552), ('game', 0.2408)]"
133010190,[]
132898393,"[('add', 0.6303), ('trading', 0.5943), ('ples', 0.485)]"
132883673,"[('arcangrove', 0.5215), ('cosmetics', 0.3882), ('recommend', 0.2345), ('boss', 0.2264), ('game', 0.2258)]"
132819436,"[('aq3d', 0.4014), ('server', 0.3707), ('rpg', 0.3652), ('flaws', 0.2877), ('flaw', 0.2338)]"
132818564,"[('crafting', 0.53), ('nostalgia', 0.4946), ('hated', 0.2595), ('game', 0.2271), ('system', 0.1841)]"
132816162,"[('pvp', 0.5991), ('pve', 0.5798), ('exellent', 0.4635), ('community', 0.2386), ('and', 0.0595)]"
132787067,"[('friendly', 0.4515), ('casual', 0.4384), ('community', 0.4149), ('game', 0.3283), ('player', 0.2646)]"
132720776,"[('2022', 0.3716), ('camera', 0.3681), ('screen', 0.315), ('old', 0.2777), ('looks', 0.2622)]"
132558900,"[('mmo', 0.4811), ('game', 0.351), ('cash', 0.3429), ('currency', 0.2987), ('love', 0.2781)]"
132515015,"[('love', 0.4313), ('it', 0.1722)]"
132511234,"[('mmos', 0.411), ('simplicity', 0.3647), ('menus', 0.3405), ('cosmetics', 0.3313), ('classes', 0.314)]"
132499413,"[('community', 0.3397), ('rpg', 0.324), ('devs', 0.3138), ('aqw', 0.3105), ('artix', 0.3081)]"
132445840,"[('artix', 0.5764), ('aq3d', 0.4983), ('dragon', 0.4077), ('amulet', 0.3848), ('games', 0.3112)]"
132332473,"[('grind', 0.9411)]"
132304427,"[('well', 1.0)]"
132242293,"[('grandma', 0.3812), ('game', 0.3709), ('life', 0.3271), ('happily', 0.2432), ('memory', 0.2389)]"
132222483,"[('game', 0.5038), ('this', 0.2431), ('like', 0.1847)]"
132115056,"[('mmorpg', 0.507), ('leveling', 0.4831), ('scaling', 0.443), ('grinding', 0.3801), ('gear', 0.2829)]"
132104495,"[('artix', 0.5249), ('art', 0.3392), ('game', 0.2413), ('humor', 0.2332), ('style', 0.2268)]"
132092676,"[('mmorpg', 0.5323), ('yokai', 0.3997), ('platform', 0.3519), ('fun', 0.3368), ('mobile', 0.3204)]"
132088336,"[('artix', 0.4476), ('dragon', 0.3988), ('games', 0.3794), ('game', 0.333), ('gameplay', 0.3213)]"
132044010,"[('shut', 0.4056), ('game', 0.3974), ('fuck', 0.3263), ('best', 0.3182), ('everyone', 0.2564)]"
131929486,"[('adventurequest', 0.7283), ('adventure', 0.5589), ('mmorpg', 0.5494), ('3d', 0.5127), ('games', 0.404)]"
131856242,"[('childhood', 0.5105), ('adventure', 0.4928), ('fable', 0.4748), ('games', 0.4459), ('nostalgic', 0.4404)]"
131830374,"[('rogue', 0.4787), ('gameplay', 0.3489), ('lite', 0.2995), ('ff14', 0.2856), ('improving', 0.2615)]"
131828620,"[('fable', 0.4404), ('2023', 0.4011), ('battleon', 0.3594), ('superhero', 0.3548), ('dragon', 0.3392)]"
131817332,"[('gameplay', 0.4971), ('grinding', 0.4078), ('skill', 0.3637), ('dialogues', 0.3603), ('fun', 0.3508)]"
131792306,"[('ty', 1.0)]"
131781228,"[('kumalala', 0.7202), ('kumala', 0.6847), ('savesta', 0.6372)]"
131696059,"[('crashes', 0.3483), ('lag', 0.3387), ('issues', 0.3346), ('games', 0.2956), ('problems', 0.2799)]"
131631893,"[('connection', 0.4213), ('disconnected', 0.3888), ('p2win', 0.3774), ('game', 0.3177), ('mmo', 0.2757)]"
131624304,"[('battling', 0.3108), ('yes', 0.3055), ('game', 0.2954), ('end', 0.2224), ('im', 0.2036)]"
131602422,"[('servers', 0.4195), ('maintenance', 0.3842), ('devs', 0.347), ('server', 0.3463), ('offline', 0.3111)]"
131600429,"[('mmorpg', 0.5436), ('ptw', 0.3975), ('enjoyable', 0.3628), ('grinding', 0.3577), ('game', 0.3428)]"
131574661,"[('ping', 0.5698), ('server', 0.4022), ('game', 0.2803), ('play', 0.2556), ('sea', 0.2507)]"
131563645,"[('artix', 0.4787), ('mmorpg', 0.4777), ('lore', 0.4015), ('gameplay', 0.3687), ('fable', 0.3612)]"
131548096,"[('artix', 0.5737), ('runescape', 0.4986), ('adventure', 0.3693), ('games', 0.2748), ('nostalgia', 0.2743)]"
131518514,"[('mmo', 0.4815), ('gameplay', 0.3789), ('ffxiv', 0.3723), ('rewards', 0.3154), ('nostalgic', 0.3005)]"
131397201,"[('aq3d', 0.5302), ('aqworlds', 0.5084), ('adventurequest', 0.4567), ('adventure', 0.4226), ('aq', 0.3759)]"
131390415,"[('adventure', 0.4639), ('quest', 0.4185), ('gear', 0.4179), ('community', 0.3463), ('recommend', 0.2837)]"
131372339,"[('mmo', 0.4124), ('game', 0.2777), ('young', 0.2529), ('worlds', 0.2469), ('newer', 0.2406)]"
131341350,"[('yes', 1.0)]"
131310163,"[('relaxing', 0.4777), ('solid', 0.4468), ('flow', 0.3926), ('gem', 0.3631), ('fun', 0.3123)]"
131160405,"[('aqw', 0.3682), ('adventure', 0.328), ('aq', 0.3071), ('armour', 0.3014), ('outfits', 0.2988)]"
131103989,"[('respawn', 0.4292), ('quests', 0.4182), ('quest', 0.4068), ('lore', 0.2901), ('missions', 0.2819)]"
131076536,"[('flash', 0.3031), ('nostalgia', 0.2737), ('game', 0.2681), ('play', 0.2644), ('have', 0.2576)]"
131072796,"[('battleon', 0.4659), ('timegate', 0.4136), ('artix', 0.3368), ('progression', 0.3312), ('nostalgia', 0.3151)]"
131055793,"[('3d', 0.4867), ('adventure', 0.4481), ('fable', 0.4247), ('quest', 0.4134), ('aq', 0.3887)]"
130975697,"[('adventure', 0.502), ('3d', 0.3733), ('gameplay', 0.3686), ('quests', 0.3606), ('quest', 0.3602)]"
130943129,"[('game', 0.2701), ('releasing', 0.2468), ('ae', 0.246), ('games', 0.2402), ('issues', 0.233)]"
130943021,"[('mmorpg', 0.7028), ('sigle', 0.6117), ('greatest', 0.3759), ('the', 0.1895), ('all', 0.164)]"
130873332,"[('mmo', 0.4538), ('200mb', 0.3575), ('flagship', 0.325), ('gig', 0.3236), ('basic', 0.296)]"
130810948,"[('budget', 0.6712), ('low', 0.3633), ('wow', 0.2866)]"
130810521,"[('adventure', 0.5024), ('quest', 0.3666), ('game', 0.2746), ('years', 0.2087), ('playing', 0.2035)]"
130805742,"[('enjyor', 0.6797), ('game', 0.4898), ('fun', 0.4235), ('good', 0.3193), ('this', 0.2262)]"
130760894,"[('ren', 0.468), ('gif', 0.3848), ('screaming', 0.3708), ('hairy', 0.3459), ('stimpy', 0.327)]"
130755166,"[('fun', 0.6045), ('far', 0.3439), ('lot', 0.2438), ('of', 0.222), ('so', 0.1649)]"
130748589,"[('cartoony', 0.3291), ('glad', 0.2559), ('game', 0.2302), ('definitely', 0.2174), ('great', 0.2073)]"
130696971,"[('aqw', 0.6625), ('game', 0.3014), ('loved', 0.2465), ('enjoy', 0.237), ('and', 0.2226)]"
130671532,"[('mid', 0.7116), ('crazily', 0.6237)]"
130613678,"[('blizzard', 0.5881), ('mmorpg', 0.5335), ('game', 0.3149), ('boredom', 0.2869), ('ae', 0.255)]"
130605512,"[('aq', 0.5017), ('franchise', 0.3725), ('developers', 0.3528), ('yes', 0.2713), ('game', 0.2669)]"
130593232,"[('rpgs', 0.5723), ('fun', 0.4683), ('serious', 0.3792), ('as', 0.1827), ('some', 0.1469)]"
130577219,"[('mmos', 0.4547), ('mmo', 0.4071), ('artix', 0.3753), ('adventure', 0.3571), ('cash', 0.3299)]"
130497409,"[('adventurequest', 0.6592), ('adventure', 0.5451), ('3d', 0.4968), ('games', 0.356), ('quests', 0.3322)]"
130486416,"[('guild', 0.4825), ('pros', 0.4486), ('cons', 0.4038), ('enjoyable', 0.28), ('competitive', 0.252)]"
130468935,"[('dungeon', 0.4725), ('levels', 0.3974), ('quests', 0.3922), ('level', 0.3912), ('quest', 0.3879)]"
130400996,"[('game', 0.4954), ('great', 0.3398)]"
130398044,"[('grinding', 0.645), ('fun', 0.3225), ('major', 0.28), ('game', 0.2735), ('feel', 0.2188)]"
130318860,[]
130293695,"[('toxic', 0.5049), ('community', 0.5028), ('fun', 0.4856), ('grind', 0.4718), ('adventures', 0.4221)]"
130284715,"[('pc', 0.4277), ('mobile', 0.3266), ('playtime', 0.3138), ('game', 0.2994), ('play', 0.2791)]"
130263119,"[('devs', 0.4887), ('quests', 0.4487), ('grind', 0.3453), ('lazy', 0.3099), ('assholes', 0.2897)]"
130197110,"[('boring', 0.4589), ('beginning', 0.4002), ('slow', 0.2852), ('long', 0.2246), ('lol', 0.2104)]"
130169471,"[('sea', 0.4982), ('server', 0.4412), ('players', 0.4139), ('game', 0.3798), ('need', 0.211)]"
130154255,"[('huh', 1.0)]"
130144180,"[('adventure', 0.4435), ('gear', 0.3396), ('quest', 0.3153), ('cosmetic', 0.2734), ('fun', 0.2694)]"
130077847,"[('play', 0.5524), ('fun', 0.5353), ('everyday', 0.402), ('would', 0.3669), ('kinda', 0.2958)]"
130040351,"[('grindy', 0.8006), ('honestly', 0.4854), ('quite', 0.297)]"
130000860,"[('fun', 0.4346), ('game', 0.419), ('cheesy', 0.2922), ('love', 0.2401), ('wow', 0.2216)]"
129877004,"[('fable', 0.5891), ('dragon', 0.4314), ('battle', 0.3699), ('load', 0.2832), ('play', 0.2651)]"
129828302,"[('gameplay', 0.37), ('character', 0.3359), ('challenging', 0.31), ('story', 0.305), ('writers', 0.288)]"
129816281,"[('bosses', 0.453), ('boss', 0.3955), ('pvp', 0.3569), ('monster', 0.3387), ('monsters', 0.3327)]"
129660289,"[('free', 0.7147), ('awesome', 0.4086), ('and', 0.3055)]"
129633314,"[('mmo', 0.6033), ('league', 0.4339), ('looks', 0.2699), ('big', 0.2488), ('for', 0.1425)]"
129631979,"[('demo', 0.3985), ('mobile', 0.3421), ('chat', 0.3102), ('game', 0.3079), ('dialogues', 0.3052)]"
129615272,[]
129580506,"[('az', 0.8471), ('cool', 0.5043)]"
129571567,"[('4d', 0.7571), ('wish', 0.3093), ('was', 0.1896), ('it', 0.1605)]"
129546874,"[('playing', 0.4069), ('game', 0.4033), ('fun', 0.3879), ('played', 0.3032), ('friends', 0.2766)]"
129484620,"[('game', 0.7089), ('good', 0.5758)]"
129435095,"[('p2w', 1.0)]"
129418387,"[('gpu', 0.6248), ('integrated', 0.3575), ('using', 0.1859), ('good', 0.1696), ('your', 0.0883)]"
129392683,"[('boring', 1.0)]"
129392667,"[('steams', 0.3672), ('guild', 0.3472), ('popular', 0.3059), ('lore', 0.2362), ('game', 0.2125)]"
129391240,"[('ears', 0.531), ('cat', 0.4098), ('add', 0.3652), ('game', 0.2978), ('cool', 0.2583)]"
129304365,"[('playing', 0.5455), ('worth', 0.5065), ('not', 0.401)]"
129273834,"[('mmo', 0.4958), ('fun', 0.3091), ('game', 0.2838), ('enjoying', 0.2799), ('free', 0.2637)]"
129134263,"[('gooooood', 0.7519), ('its', 0.4554)]"
129133006,"[('lore', 0.3644), ('download', 0.3463), ('play', 0.3406), ('history', 0.258), ('amazing', 0.2054)]"
129116299,"[('adventure', 0.467), ('mmos', 0.4187), ('nostalgia', 0.3925), ('quest', 0.3526), ('aq', 0.3354)]"
129100307,"[('fun', 1.0)]"
129063168,"[('flash', 0.5254), ('homies', 0.2433), ('time', 0.2173), ('version', 0.2077), ('played', 0.2064)]"
128987621,"[('childhood', 0.4681), ('game', 0.4487), ('from', 0.3336), ('love', 0.2687), ('its', 0.2047)]"
128943363,"[('stuff', 0.7284), ('good', 0.533)]"
128919637,"[('browser', 0.5313), ('classic', 0.413), ('loved', 0.2441), ('this', 0.2032), ('not', 0.1969)]"
128870145,"[('scamed', 0.5353), ('scam', 0.5177), ('game', 0.3252), ('pay', 0.3106), ('playing', 0.2948)]"
128828874,"[('balancing', 0.3722), ('pacing', 0.344), ('combat', 0.3074), ('sagas', 0.3054), ('mobs', 0.2998)]"
128769401,"[('enjoying', 0.7158), ('far', 0.4096), ('so', 0.28), ('it', 0.2251)]"
128754048,"[('grinding', 0.463), ('grind', 0.4416), ('rewards', 0.3493), ('monetisation', 0.3215), ('questing', 0.32)]"
128644831,"[('controls', 0.6921), ('yeesh', 0.2282), ('why', 0.2139), ('gotta', 0.204), ('so', 0.1605)]"
128622141,"[('warcraft', 0.4648), ('mmos', 0.4456), ('mmo', 0.4287), ('pay2win', 0.3472), ('solo', 0.3354)]"
128616890,"[('poor', 0.4544), ('game', 0.3345), ('games', 0.329), ('pc', 0.3221), ('performance', 0.2964)]"
128562970,"[('grindy', 0.6379), ('fun', 0.4787), ('lil', 0.3476), ('like', 0.3052), ('tho', 0.2998)]"
128540043,"[('specs', 0.4988), ('laptop', 0.4565), ('pc', 0.4167), ('recommended', 0.3419), ('classic', 0.2701)]"
128523272,"[('leveling', 0.4958), ('rpg', 0.4678), ('grinding', 0.4648), ('grind', 0.4068), ('scaling', 0.4067)]"
128512258,"[('quests', 0.4849), ('leveling', 0.3912), ('cosmetics', 0.3382), ('character', 0.289), ('grind', 0.2779)]"
128495765,"[('good', 0.4318), ('far', 0.4112), ('so', 0.2903), ('its', 0.2201)]"
128465907,"[('bread', 1.0)]"
128414879,"[('gamer', 0.7595)]"
128252056,"[('cursor', 0.5384), ('mouse', 0.5329), ('button', 0.3562), ('camera', 0.3127), ('position', 0.2567)]"
128221860,"[('mmorpg', 0.6961), ('basic', 0.4103), ('players', 0.3002), ('decent', 0.2982), ('killing', 0.2483)]"
128209152,"[('fun', 0.3902), ('players', 0.3642), ('old', 0.2568), ('new', 0.2418), ('very', 0.2344)]"
128157439,"[('artix', 0.478), ('aq3d', 0.3666), ('quest', 0.3395), ('lore', 0.3194), ('levels', 0.2786)]"
128129267,"[('microtransactions', 0.3201), ('pay', 0.2674), ('game', 0.2611), ('free', 0.2463), ('quests', 0.2435)]"
128129003,"[('games', 0.5293), ('game', 0.4385), ('customization', 0.3866), ('free', 0.3491), ('name', 0.2152)]"
128122444,"[('smite', 0.4372), ('nostalgia', 0.4114), ('adventure', 0.3183), ('skins', 0.3121), ('quest', 0.2744)]"
128072692,"[('gravelyn', 0.775), ('ily', 0.6796)]"
128060959,"[('moist', 0.5785), ('critical', 0.5505), ('game', 0.3512), ('this', 0.222), ('in', 0.1721)]"
128043123,"[('p2w', 0.6232), ('smells', 0.5689), ('looks', 0.2932), ('feels', 0.2853), ('basic', 0.2369)]"
128022637,"[('ageless', 0.5929), ('devs', 0.3887), ('updates', 0.3502), ('x3', 0.3368), ('players', 0.2815)]"
128021223,"[('aq', 0.4553), ('fun', 0.4018), ('og', 0.3775), ('characters', 0.3179), ('relaxing', 0.303)]"
128019129,"[('3d', 0.415), ('designs', 0.2875), ('play', 0.2816), ('style', 0.2097), ('seems', 0.1806)]"
128010597,"[('quests', 0.4774), ('fun', 0.3889), ('devs', 0.3469), ('voiced', 0.3328), ('game', 0.3289)]"
128004993,"[('good', 0.254)]"
127954398,[]
127945933,"[('psp', 0.4864), ('controls', 0.4369), ('gameplay', 0.4137), ('playing', 0.3151), ('feel', 0.2104)]"
127936970,"[('pvp', 0.6023), ('trashy', 0.4305), ('trash', 0.4239), ('gamer', 0.3775), ('unbalanced', 0.3224)]"
127919227,"[('sungguh', 0.4476), ('suatu', 0.4371), ('melihat', 0.4254), ('berenang', 0.4076), ('melawan', 0.3977)]"
127840526,"[('optimized', 0.6234), ('10', 0.3838), ('fun', 0.3809), ('well', 0.2755), ('and', 0.2489)]"
127817253,"[('boring', 0.4494), ('quests', 0.4413), ('game', 0.2658), ('lands', 0.2394), ('hour', 0.2281)]"
127798779,"[('mouse', 0.463), ('rotate', 0.433), ('camera', 0.3664), ('click', 0.2635), ('game', 0.2471)]"
127787641,"[('pros', 0.6555), ('cons', 0.5617), ('none', 0.2424), ('everything', 0.2298), ('is', 0.1708)]"
127708338,"[('crash', 0.4427), ('servers', 0.4109), ('aqw', 0.3707), ('playing', 0.3206), ('memory', 0.3041)]"
127649556,"[('game', 0.6491), ('nice', 0.5496)]"
127613298,"[('mmorpg', 0.5131), ('aq3d', 0.4349), ('games', 0.3255), ('quests', 0.3208), ('artix', 0.2669)]"
